베이스라인명: LaMMA-P,Task,FloorPlan,실험 날짜,Success Rate,Coverage,Transport Rate,Exec,Balance,Step,Makespan,Makespan(time),Token(total),Token(input),1열,Token(output),로봇 수 / 피드백 루프 허용 수,실패 원인,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_school_supplies_sofa,FloorPlan201,2026. 4. 6,FALSE,0.8,0.75,1,1,12,12,119.4,,,0.75,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_shakers_fridge,FloorPlan1,2026. 4. 6,TRUE,1,1,0.765,0,17,9,83.3s,,,1,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_silverware_drawer,FloorPlan2,2026. 4. 6,FALSE,0.421,0.364,0.429,1,21,7,120.3,,,0.364,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_couch_livingroom,FloorPlan201,2026. 4. 6,FALSE,0,0,1,0.5,16,8,151.2,,,0,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_countertop_kitchen,FloorPlan1,2026. 4. 6,FALSE,0,0,0.362,0.429,47,24,226.3,,,0,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_floor_kitchen,FloorPlan1,2026. 4. 6,FALSE,0,0,0.556,0.375,27,27,305.4,,,0,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_table_kitchen,FloorPlan4,2026. 4. 6,FALSE,0.167,0.12,0.382,0.429,34,24,104.4,,,0.12,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_make_livingroom_dark,FloorPlan201,2026. 4. 6,FALSE,0,0,1,1,6,4,41.2,,,0,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_put_appropriate_storage,FloorPlan2,2026. 4. 6,FALSE,0.421,0.364,0.429,1,21,21,83.3,,,0.364,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
베이스라인명: Ours,Task,FloorPlan,실험 날짜,Success Rate,Coverage,Transport Rate,Exec,Balance,Step,Makespan,Makespan(time),Token(total),Token(input),Token(output),SSR,로봇 수 / 피드백 루프 허용 수,실패 원인,,,,,,,,,,,,,,,,,,,
,1_put_bread_lettuce_tomato_fridge,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0.5,14,6,67.6s,"82,587","79,654","2,933",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_put_computer_book_remotecontrol_sofa,FloorPlan201,2026. 4. 14,TRUE,1,1,1,1,12,4,72.7s,"64,772","62,833","1,939",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_put_knife_bowl_mug_countertop,FloorPlan1,2026. 4. 14,TRUE,1,1,1,1,12,4,140.6s,"78,645","76,619","2,026",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_put_plate_mug_bowl_fridge,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0.5,14,6,62.6s,"82,629","79,692","2,937",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_put_remotecontrol_keys_watch_box,FloorPlan201,2026. 4. 14,TRUE,1,1,1,0.5,14,6,70.8s,"67,547","64,844","2,703",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_put_vase_tissuebox_remotecontrol_table,FloorPlan201,2026. 4. 14,TRUE,1,1,1,1,12,4,83.1s,"65,459","63,341","2,118",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_slice_bread_lettuce_tomato_egg,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0.5,8,4,36.6s,"104,985","101,775","3,210",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_turn_off_faucet_light,FloorPlan1,2026. 4. 14,TRUE,1,1,1,1,4,2,10.9s,"53,208","52,162","1,046",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,1_wash_bowl_mug_pot_pan,FloorPlan1,2026. 4. 14,TRUE,1,1,0.9,0.286,30,14,109.4s,"179,079","172,933","6,146",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_open_all_cabinets,FloorPlan1,2026. 4. 14,TRUE,1,1,1,1,18,6,225.4s,"238,100","232,969","5,131",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_open_all_drawers,FloorPlan1,2026. 4. 14,TRUE,1,1,1,1,18,6,152.2s,"214,676","210,112","4,564",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_put_all_creditcards_remotecontrols_box,FloorPlan201,2026. 4. 14,TRUE,1,1,0.929,0,14,13,89.5s,"69,067","66,419","2,648",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_put_all_tomatoes_potatoes_fridge,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0,10,6,44.6s,"58,222","55,973","2,249",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_put_all_vases_countertop,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0,8,4,20.0s,"54,851","53,379","1,472",0.8,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,2_turn_on_all_stove_knobs,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0.5,8,4,40.3s,"99,705","97,534","2,171",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_clear_table_to_sofa,FloorPlan201,2026. 4. 14,FALSE,0.4,0.333,1,0.5,20,8,96.9s,"104,462","101,233","3,229",0.333,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_groceries_fridge,FloorPlan1,2026. 4. 14,FALSE,0.833,0.818,1,0.286,21,12,144.0s,"131,779","127,028","4,751",0.818,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_school_supplies_sofa,FloorPlan201,2026. 4. 14,TRUE,1,1,1,0.333,24,12,90.8s,"122,912","119,054","3,858",1,3대 / 2번,분해,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_shakers_fridge,FloorPlan1,2026. 4. 14,TRUE,1,1,1,0,10,6,77.6s,"58,610","56,257","2,353",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,3_put_all_silverware_drawer,FloorPlan2,2026. 4. 14,FALSE,0.316,0.727,1,0.25,22,12,132.6s,"156,572","150,239","6,333",0.727,3대 / 2번,분해,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_couch_livingroom,FloorPlan201,2026. 4. 14,FALSE,0.429,0.273,1,0.667,16,7,151.6s,"84,582","81,941","2,641",0.273,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_countertop_kitchen,FloorPlan1,2026. 4. 14,FALSE,0.8,0.588,0.971,0.75,68,31,438.6s,"423,061","409,783","13,278",0.588,3대 / 2번,죄다 바닥에 놓음,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_floor_kitchen,FloorPlan1,2026. 4. 14,TRUE,0.8,1,1,0,8,4,32.1s,"54,428","53,113","1,315",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_clear_table_kitchen,FloorPlan4,2026. 4. 14,FALSE,0.833,0.8,0.967,0.4,30,18,106.0s,"274,785","263,648","11,137",0.8,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_make_livingroom_dark,FloorPlan201,2026. 4. 14,TRUE,1,1,1,1,6,2,20.3s,"46,268","45,115","1,153",1,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,4_put_appropriate_storage,FloorPlan2,2026. 4. 14,FALSE,0.421,0.864,1,0.25,26,18,64.8s,"126,943","122,567","4,376",0.864,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3대 / 2번,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
베이스라인명: SmartLLM,execute_step_timeout,1_put_bread_lettuce_tomato_fridge,FloorPlan1,0,0,30,30,13.511,0,0,0,1,0,0,0,14,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_put_computer_book_remotecontrol_sofa,FloorPlan201,0,0,30,30,12.492,0,0,1,1,0,0,0,12,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_put_knife_bowl_mug_countertop,FloorPlan1,0.167,0,30,30,12.027,0,0,0,0.567,0,0.167,0,12,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_put_plate_mug_bowl_fridge,FloorPlan1,0,0,30,30,13.562,0,0,0,1,0,0,0,14,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_wash_bowl_mug_pot_pan,FloorPlan1,0,0,30,30,11.97,0,0,0,1,0,0,0,8,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute,1_put_vase_tissuebox_remotecontrol_table,FloorPlan201,0.333,0.333,26,26,19.457,0,0.333,0,1,0,0.333,2,4,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_slice_bread_lettuce_tomato_egg,FloorPlan5,0.5,0.5,30,30,12.936,0,0.5,0,0.933,0,0.5,4,4,NavigateTo(Bread_1)|NavigateTo(Lettuce_1)|SliceObject(Bread_1)|SliceObject(Lettuce_1),NavigateTo(Egg_1)|NavigateTo(Tomato_1)|SliceObject(Egg_1)|SliceObject(Tomato_1),step_timeout:30,,,,,,,,,,,,,,,,,
SmartLLM,execute,1_turn_off_faucet_light,FloorPlan1,0.5,0.5,14,14,17.603,0,0.5,0,1,0,0.5,2,2,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_wash_bowl_mug_pot_pan,FloorPlan1,0,0,30,30,11.97,0,0,0,1,0,0,0,8,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,2_put_all_creditcards_remotecontrols_box,FloorPlan201,0.333,0,40,40,11.981,0,0,0,0.9,0,0.333,0,8,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,2_put_all_tomatoes_potatoes_fridge,FloorPlan1,0.333,0.1,40,40,14.432,0,0.1,0,0.95,0,0.333,1,9,PickupObject(Tomato),"CloseObject(Fridge)|NavigateTo(Fridge, Potato)|NavigateTo(Fridge, Tomato)|NavigateTo(Potato)|NavigateTo(Tomato)|OpenObject(Fridge)|PickupObject(Potato)|PutObject(Fridge, Potato)|PutObject(Fridge, Tomato)",step_timeout:40,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_groceries_fridge,FloorPlan1,0,0,50,50,16.316,0,0,0.889,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_clear_table_to_sofa,FloorPlan201,0.2,0,40,40,14.854,0,0,0,1,0,0.2,0,12,,"NavigateTo(Book_1)|NavigateTo(Bowl_1)|NavigateTo(Laptop_1)|NavigateTo(Sofa, Book)|NavigateTo(Sofa, Bowl)|NavigateTo(Sofa, Laptop)|PickUpObject(Book_1)|PickUpObject(Bowl_1)|PickUpObject(Laptop_1)|PutObject(Sofa, Book)|PutObject(Sofa, Bowl)|PutObject(Sofa, Laptop)",step_timeout:40,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_groceries_fridge,FloorPlan1,0,0,40,40,15.744,0,0,0,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_shakers_fridge,FloorPlan1,0,0,40,40,14.9,0,0,0,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,4_clear_table_kitchen,FloorPlan4,0,0,40,40,17.373,0,0,0,0.975,0,0,0,25,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,4_clear_couch_livingroom,FloorPlan201,0,0,40,40,16.811,0,0,0,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute,4_make_livingroom_dark,FloorPlan201,0,0,0,0,14.387,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
